123,4610646;1476,914629;16949,31008;194896,9993;2239516,995;25733872,02;295703344,5;3397877718;39044441836;4,48653E+11;5,1554E+12;5,92398E+13;6,80715E+14;7,82198E+15;8,9881E+16;1,03281E+18;1,18678E+19;1,36371E+20;1,56702E+21;1,80063E+22;2,06908E+23;2,37754E+24;2,73199E+25;3,13929E+26;3,6073E+27;4,14509E+28;4,76306E+29;5,47315E+30;6,2891E+31;7,2267E+32;8,30408E+33;9,54208E+34;1,09646E+36;1,25993E+37;1,44776E+38;1,6636E+39
133,3454657;1699,802416;19630,60435;225458,1474;2590772,286;29770159,85;342083859,1;3930828318;45168487451;5,19024E+11;5,96401E+12;6,85315E+13;7,87483E+14;9,04884E+15;1,03979E+17;1,1948E+18;1,37293E+19;1,57761E+20;1,8128E+21;2,08306E+22;2,39361E+23;2,75046E+24;3,1605E+25;3,63168E+26;4,1731E+27;4,79524E+28;5,51013E+29;6,3316E+30;7,27554E+31;8,3602E+32;9,60656E+33;1,10387E+35;1,26844E+36;1,45755E+37;1,67484E+38;1,92453E+39
154,9159805;1716,796216;19603,71206;225412,2995;2590294,323;29764583,91;342019961,4;3930093429;45160043132;5,18926E+11;5,9629E+12;6,85186E+13;7,87336E+14;9,04715E+15;1,03959E+17;1,19458E+18;1,37267E+19;1,57731E+20;1,81246E+21;2,08267E+22;2,39316E+23;2,74994E+24;3,15991E+25;3,631E+26;4,17232E+27;4,79435E+28;5,5091E+29;6,33042E+30;7,27418E+31;8,35863E+32;9,60477E+33;1,10367E+35;1,26821E+36;1,45727E+37;1,67453E+38;1,92417E+39
162,3836071;1599,191436;18568,56955;213481,627;2452636,242;28182940,38;323845900,7;3721258164;42760352341;4,91352E+11;5,64604E+12;6,48777E+13;7,45499E+14;8,56641E+15;9,84351E+16;1,1311E+18;1,29973E+19;1,4935E+20;1,71615E+21;1,972E+22;2,266E+23;2,60382E+24;2,992E+25;3,43806E+26;3,95062E+27;4,53959E+28;5,21636E+29;5,99404E+30;6,88765E+31;7,91448E+32;9,09439E+33;1,04502E+35;1,20082E+36;1,37984E+37;1,58555E+38;1,82193E+39
104,2795008;1237,097923;14401,94277;165418,033;1900794,557;21841650,48;250978574,9;2883953043;33139020361;3,80795E+11;4,37565E+12;5,02799E+13;5,77757E+14;6,63891E+15;7,62866E+16;8,76597E+17;1,00728E+19;1,15745E+20;1,33001E+21;1,52829E+22;1,75613E+23;2,01794E+24;2,31878E+25;2,66448E+26;3,0617E+27;3,51815E+28;4,04265E+29;4,64534E+30;5,33788E+31;6,13367E+32;7,0481E+33;8,09885E+34;9,30626E+35;1,06937E+37;1,22879E+38;1,41198E+39
133,6901362;1637,141291;18479,70976;212339,0169;2439870,397;28036136,8;322158723,1;3701871962;42537588330;4,88792E+11;5,61663E+12;6,45398E+13;7,41615E+14;8,52178E+15;9,79223E+16;1,12521E+18;1,29296E+19;1,48572E+20;1,70721E+21;1,96173E+22;2,25419E+23;2,59025E+24;2,97642E+25;3,42015E+26;3,93004E+27;4,51594E+28;5,18919E+29;5,96281E+30;6,85176E+31;7,87325E+32;9,04701E+33;1,03958E+35;1,19456E+36;1,37265E+37;1,57729E+38;1,81244E+39
137,7759378;1608,561827;18436,14662;211842,7804;2434347,598;27972810,96;321430736,8;3693506102;42441458927;4,87688E+11;5,60394E+12;6,43939E+13;7,39939E+14;8,50252E+15;9,7701E+16;1,12267E+18;1,29004E+19;1,48236E+20;1,70335E+21;1,9573E+22;2,2491E+23;2,5844E+24;2,96969E+25;3,41242E+26;3,92115E+27;4,50573E+28;5,17746E+29;5,94933E+30;6,83628E+31;7,85545E+32;9,02657E+33;1,03723E+35;1,19186E+36;1,36955E+37;1,57372E+38;1,80834E+39
107,0960802;1395,568104;15584,84194;179212,3276;2059459,211;23664706,69;271927352,6;3124671810;35905077856;4,12579E+11;4,74088E+12;5,44766E+13;6,25982E+14;7,19305E+15;8,26542E+16;9,49765E+17;1,09136E+19;1,25406E+20;1,44102E+21;1,65585E+22;1,90271E+23;2,18638E+24;2,51233E+25;2,88688E+26;3,31726E+27;3,81181E+28;4,38008E+29;5,03308E+30;5,78343E+31;6,64564E+32;7,63639E+33;8,77485E+34;1,0083E+36;1,15862E+37;1,33136E+38;1,52984E+39
172,2509247;1587,822079;18193,86628;209344,63;2405540,285;27641348,16;317621680,6;3649737979;41938526405;4,81909E+11;5,53753E+12;6,36308E+13;7,31171E+14;8,40177E+15;9,65433E+16;1,10936E+18;1,27475E+19;1,46479E+20;1,68317E+21;1,9341E+22;2,22244E+23;2,55377E+24;2,9345E+25;3,37198E+26;3,87469E+27;4,45234E+28;5,11611E+29;5,87883E+30;6,75527E+31;7,76237E+32;8,9196E+33;1,02494E+35;1,17774E+36;1,35332E+37;1,55508E+38;1,78691E+39
147,3471288;1632,340186;18876,29336;216829,2017;2491369,408;28628064,03;328960273,5;3780027527;43435661162;4,99112E+11;5,73521E+12;6,59023E+13;7,57273E+14;8,70169E+15;9,99897E+16;1,14896E+18;1,32026E+19;1,51708E+20;1,74326E+21;2,00315E+22;2,30178E+23;2,64494E+24;3,03925E+25;3,49236E+26;4,01301E+27;4,61128E+28;5,29874E+29;6,0887E+30;6,99642E+31;8,03947E+32;9,23802E+33;1,06153E+35;1,21978E+36;1,40163E+37;1,61059E+38;1,8507E+39
131,3394316;1383,492173;15847,49461;182067,5004;2092476,122;24044076,52;276286400;3174760984;36480644745;4,19193E+11;4,81688E+12;5,53499E+13;6,36017E+14;7,30836E+15;8,39791E+16;9,6499E+17;1,10885E+19;1,27417E+20;1,46412E+21;1,6824E+22;1,93322E+23;2,22143E+24;2,5526E+25;2,93315E+26;3,37044E+27;3,87291E+28;4,4503E+29;5,11376E+30;5,87614E+31;6,75217E+32;7,75881E+33;8,91551E+34;1,02447E+36;1,1772E+37;1,3527E+38;1,55436E+39
168,5283798;1860,883892;21348,76924;245323,7402;2819199,798;32395173,14;372246918,7;4277426445;49151189363;5,64788E+11;6,48988E+12;7,45742E+13;8,56919E+14;9,84672E+15;1,13147E+17;1,30015E+18;1,49398E+19;1,71671E+20;1,97264E+21;2,26673E+22;2,60466E+23;2,99298E+24;3,43918E+25;3,9519E+26;4,54106E+27;5,21806E+28;5,99599E+29;6,88989E+30;7,91705E+31;9,09735E+32;1,04536E+34;1,20121E+35;1,38029E+36;1,58606E+37;1,82252E+38;2,09423E+39
149,2886964;1653,700702;19136,54655;220156,8276;2529795,43;29069143,11;334028769,4;3838268752;44104900951;5,06802E+11;5,82358E+12;6,69177E+13;7,68941E+14;8,83577E+15;1,0153E+17;1,16667E+18;1,3406E+19;1,54046E+20;1,77012E+21;2,03401E+22;2,33725E+23;2,68569E+24;3,08608E+25;3,54617E+26;4,07484E+27;4,68233E+28;5,38039E+29;6,18251E+30;7,10422E+31;8,16334E+32;9,38036E+33;1,07788E+35;1,23857E+36;1,42323E+37;1,6354E+38;1,87922E+39
110,3391392;1352,342623;15560,59126;178662,9515;2052994,686;23590506,39;271074164,8;3114868265;35792428279;4,11285E+11;4,726E+12;5,43057E+13;6,24018E+14;7,17049E+15;8,23948E+16;9,46785E+17;1,08794E+19;1,25013E+20;1,4365E+21;1,65066E+22;1,89674E+23;2,17952E+24;2,50445E+25;2,87782E+26;3,30685E+27;3,79985E+28;4,36634E+29;5,01729E+30;5,76528E+31;6,62479E+32;7,61244E+33;8,74732E+34;1,00514E+36;1,15499E+37;1,32718E+38;1,52504E+39
149,5067558;1623,665465;18883,64062;216829,8456;2491433,77;28628997,52;328971146,1;3780151259;43437083387;4,99128E+11;5,7354E+12;6,59045E+13;7,57298E+14;8,70198E+15;9,9993E+16;1,149E+18;1,3203E+19;1,51713E+20;1,74331E+21;2,00321E+22;2,30186E+23;2,64503E+24;3,03935E+25;3,49247E+26;4,01314E+27;4,61143E+28;5,29892E+29;6,0889E+30;6,99665E+31;8,03973E+32;9,23832E+33;1,06156E+35;1,21982E+36;1,40168E+37;1,61064E+38;1,85076E+39
136,7212051;1680,121578;19199,5748;220461,5446;2533419,928;29111103,31;334510755,7;3843806743;44168538030;5,07533E+11;5,83198E+12;6,70143E+13;7,7005E+14;8,84852E+15;1,01677E+17;1,16835E+18;1,34253E+19;1,54268E+20;1,77267E+21;2,03694E+22;2,34062E+23;2,68957E+24;3,09053E+25;3,55128E+26;4,08072E+27;4,68908E+28;5,38815E+29;6,19143E+30;7,11447E+31;8,17512E+32;9,39389E+33;1,07944E+35;1,24036E+36;1,42528E+37;1,63776E+38;1,88193E+39
119,2689;1353,291777;15819,03751;181979,3848;2090583,812;24022631,08;276040780,9;3171937798;36448203769;4,1882E+11;4,81259E+12;5,53007E+13;6,35451E+14;7,30186E+15;8,39044E+16;9,64132E+17;1,10787E+19;1,27303E+20;1,46282E+21;1,6809E+22;1,9315E+23;2,21945E+24;2,55033E+25;2,93054E+26;3,36744E+27;3,86947E+28;4,44634E+29;5,10921E+30;5,87091E+31;6,74617E+32;7,75191E+33;8,90759E+34;1,02356E+36;1,17615E+37;1,3515E+38;1,55298E+39
